name,uen,address,tel,fax,contractor_type,trade_type,workhead,workhead_title,grade,detail_url
WIN CHENG CONSTRUCTION PTE. LTD.,200309824C,13 DEFU LANE 10 #01-428 DEFU INDUSTRIAL ESTATE SINGAPORE 539194,68581833,68581633,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200309824C
W-IN CONCEPS PTE LTD,201510662E,50 TUAS AVENUE 11 #02-14 TUAS LOT SINGAPORE 639107,66590208,66590209,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201510662E
WINARCH CONSTRUCTION PTE. LTD.,201823269C,6 UBI ROAD 1 #02-07 WINTECH CENTRE SINGAPORE 408726,63210287,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201823269C
WINBUILD 34 CONSTRUCTION PTE. LTD.,202400440M,210B COMPASSVALE LANE #14-166 COMPASSVALE BEACON SINGAPORE 542210,93702370,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202400440M
WINCO CONSTRUCT & DECOR PTE. LTD.,202225385N,31 JALAN KEMUNING SEMBAWANG SPRINGS ESTATE SINGAPORE 769753,97664574,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202225385N
WING TUCK ENGINEERING PTE LTD,198801102Z,3 SENOKO LINK SINGAPORE 758183,67581951,62572339,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198801102Z
WINNING FLAG ENTERPRISE PTE LTD,200007399H,998 TOA PAYOH NORTH #07-05 SINGAPORE 318993,62547138,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200007399H
WINSTECH ENGINEERING PTE. LTD.,200201329H,1085 EUNOS AVENUE 7A #01-52 EUNOS INDUSTRIAL ESTATE SINGAPORE 409535,96356898,68978697,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200201329H
WIS BUILDING SERVICES PTE. LTD.,201819026H,540 SIMS AVENUE #03-05 SIMS AVENUE CENTRE SINGAPORE 387603,63390974,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201819026H
WITFLUX ENGINEERING PTE. LTD.,201133226K,1 YISHUN INDUSTRIAL STREET 1 #04-23 A'POSH BIZHUB SINGAPORE 768160,62623435,62623442,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201133226K
WOH HUP (PRIVATE) LIMITED,194000021M,217 UPPER BUKIT TIMAH ROAD WOH HUP BUILDING SINGAPORE 588185,63858585,62723322,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=194000021M
WOH HUP ENGINEERING PTE. LTD.,202301474G,217 UPPER BUKIT TIMAH ROAD WOH HUP BUILDING SINGAPORE 588185,63858585,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202301474G
WONG SOON BUILDER PTE. LTD.,200505217R,7 MANDAI LINK #08-05 MANDAI CONNECTION SINGAPORE 728653,98631393,68035546,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200505217R
WOOM PROJECTS PTE. LTD.,200916938D,531A UPPER CROSS STREET #03-108 HONG LIM COMPLEX SINGAPORE 051531,86866222,66771244,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200916938D
WORB CONSTRUCTION AND ENGINEERING PTE. LTD.,200809083H,111 NORTH BRIDGE ROAD #27-01 PENINSULA PLAZA SINGAPORE 179098,63581378,63581378,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200809083H
WORKFORCE CONTRACTS PTE LTD,199607982N,25 TAGORE LANE #02-01 SINGAPORE G BUILDING SINGAPORE 787602,64830346,64835032,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199607982N
WORKZHOUSE PTE. LTD.,201109138N,31 MANDAI ESTATE #03-03 INNOVATION PLACE SINGAPORE 729933,66367727,65091868,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201109138N
WORLD2000 PTE. LTD.,201020526D,22 YIO CHU KANG ROAD #02-06 HIGHLAND CENTRE SINGAPORE 545535,98221860,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201020526D
WORLDBUILD21 ENGINEERING PTE LTD,199803433K,994 BENDEEMER RD #03-04 SINGAPORE 339943,62977669,62956460,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199803433K
W'RAY CONSTRUCTION PTE. LTD.,200723544R,1 SIMS LANE #06-04 ONE SIMS LANE SINGAPORE 387355,68416626,68416646,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200723544R
WS BUILDER ENGINEERING PTE. LTD.,201108038D,998 TOA PAYOH NORTH #07-14 MAPLETREE INDUSTRY SINGAPORE 318993,62967801,62967803,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201108038D
WSH EXPERTS PTE LTD,201805323R,80 BENDEMEER RD #07-05 SINGAPORE 339949,69091434,69091434,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201805323R
WTK BUILDER PTE LTD,199104590Z,8 UBI ROAD 2 #05-15 ZERVEX SINGAPORE 408538,66046866,66047668,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199104590Z
W-TWO BUILDING PARTNERS PTE LTD,202100996D,10 UBI CRESCENT #04-86 UBI TECHPARK SINGAPORE 408564,69095258,69095259,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202100996D
WUJIAN CONSTRUCTION PTE. LTD.,201400711D,351 JALAN BESAR RD #02-02 RELIANCE BUILDING SINGAPORE 208989,65229001,65608485,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201400711D
WUXING CONSTRUCTION PTE LTD,199803491E,450 RACE COURSE ROAD SINGAPORE 218694,63126746,64892587,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199803491E
WWZ CONSTRUCTION PTE LTD,201214333H,61 WOODLANDS INDUSTRIAL PARK E9 #05-21 E9 PREMIUM SINGAPORE 757047,64592314,65549952,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201214333H
WYW ENGINEERING PTE. LTD.,202550746R,24 24 SIN MING LANE #06-97 MIDVIEW CITY SINGAPORE 573970,91873978,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202550746R
WZ CRANES PTE LTD,201806588M,1 SOON LEE STREET #01-04 PIONEER CENTRE SINGAPORE 627605,62664378,62622236,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201806588M
X BUILD CONSTRUCTION PTE. LTD.,202513785M,33 33 PASIR RIS LINK #04-32 SINGAPORE 518154,96418348,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202513785M
XIANG TAI CONSTRUCTION PTE. LTD.,201107598R,11 JALAN MESIN #01-00 STANDARD INDUSTRIAL BUILDING SINGAPORE 368813,62838001,62839001,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201107598R
XIE HE ENGINEERING PTE. LTD.,201607318D,152 PAYA LEBAR ROAD #06-02 CITIPOINT@PAYALEBAR SINGAPORE 409020,69709838,69709839,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201607318D
XIN BO CONSTRUCTION PTE LTD,202224366D,11 WOODLANDS CLOSE #09-26 WOODLANDS 11 SINGAPORE 737853,98193622,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202224366D
XIN CHENG CONSTRUCTION PTE. LTD.,201000590K,6 TAGORE DRIVE #B1-04 TAGORE BUILDING SINGAPORE 787623,69707322,69707321,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201000590K
XIN DA CONSTRUCTION ENGINEERING PTE LTD,201500469N,12 WOODLANDS SQUARE #13-79 SINGAPORE 737715,96566761,96566761,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201500469N
XIN GUOTAI PTE LTD,202347052M,264 YIO CHU KANG ROAD #05-11 HUNDRED PALMS RESIDENCES SINGAPORE 545683,97867231,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202347052M
XIN LONG (S) PTE. LTD.,200601882R,10 UBI CRESCENT #06-69 UBI TECHPARK SINGAPORE 408564,68539958,68539956,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200601882R
XINDA CONSTRUCTION PTE LTD,202104687D,1 BUKIT BATOK CRESCENT #09-32 WCEGA PLAZA SINGAPORE 658064,62585113,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202104687D
XING CHEN CONSTRUCTION PTE. LTD.,201732470D,50 GAMBAS CRESCENT #09-09 PROXIMA@GAMBAS SINGAPORE 757022,65133738,62530180,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201732470D
XING JIA PTE LTD,201311360H,10 BUROH STREET #07-24 WEST CONNECT BUILDING SINGAPORE 627564,62540566,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201311360H
XP BUILDER PTE. LTD.,201333508W,279 BALESTIER ROAD #02-10 BALESTIER POINT SINGAPORE 329727,98182581,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201333508W
XUAN YU CONSTRUCTION PTE. LTD.,201404351C,80 PLAYFAIR ROAD #02-01 KAPO FACTORY BUILDING BLOCK A SINGAPORE 367998,62427089,62817688,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201404351C
XY F&S BUILDER PTE. LTD.,201840799Z,7 GAMBAS CRESCENT #07-03 ARK@GAMBAS SINGAPORE 757087,98458008,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201840799Z
Y&G SYSTEM INTEGRATION PTE. LTD.,201209381N,36 NEWTON ROAD #03-23 HOTEL ROYAL SINGAPORE 307964,62555847,62555834,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201209381N
Y.S. LIM CONSTRUCTION PTE LTD,199900365K,374A EAST COAST ROAD SINGAPORE 428983,63480977,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199900365K
Y-5G BUILDERS PTE. LTD.,201924015E,55 KIM CHUAN DRIVE #06-03 PRECISE TREE SINGAPORE 537098,62395129,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201924015E
YA FEI (S'PORE) ALUMINIUM ENGINEERING PTE. LTD.,200805949H,9 DEFU LANE 3 #02-06 SINGAPORE 539441,63832382,63832163,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200805949H
YA XING CONSTRUCTION PTE. LTD.,201925018N,69 UBI ROAD 1 #09-25 OXLEY BIZHUB SINGAPORE 408731,69808033,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201925018N
YAN SENG ENGINEERING & CONSTRUCTION PTE. LTD.,201111746Z,68 KAKI BUKIT AVENUE 6 #03-17 ARK@KB SINGAPORE 417896,96718541,63845077,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201111746Z
YAN ZHAN CONSTRUCTION PTE. LTD.,202025989W,7 GAMBAS CRESENT #02-28 ARK GAMBAS SINGAPORE 757087,91062211,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202025989W
YANG BROTHERS CONSTRUCTION PTE. LTD.,200919051K,7500A BEACH ROAD #04-327 THE PLAZA SINGAPORE 199591,97682905,66776860,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200919051K
YANG CITY BUILDERS PTE. LTD.,200716590G,39 WOODLANDS CLOSE #02-21 MEGA@WOODLANDS SINGAPORE 737856,63661763,63661743,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200716590G
YANG CITY ROOFING & BUILDERS PTE. LTD.,201003292W,39 WOODLANDS CLOSE #02-21 MEGA@WOODLANDS SINGAPORE 737856,63661763,63661743,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201003292W
YANG PENG ENGINEERING PTE.LTD.,201705670G,21 BUKIT BATOK CRESCENT #27-71 WCEGA TOWER SINGAPORE 658065,65705579,65705579,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201705670G
YANGFAN ENGINEERING PTE. LTD.,201223803E,33 KIAN TECK WAY 03-01 SINGAPORE 628746,69099455,69099456,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201223803E
YAO HENG BUILDERS PTE. LTD.,201227061H,32 TUAS AVENUE 11 PLATINUM @PIONEER SINGAPORE 639109,96218134,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201227061H
YCH ENGINEERING PTE. LTD.,201014574M,1 YISHUN STREET 23 #02-16 YS-ONE SINGAPORE 768441,67568767,67561968,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201014574M
YCM CONSTRUCTION PTE. LTD.,200708883E,80 PLAYFAIR ROAD #07-15 KAPO FACTORY BUILDING SINGAPORE 367998,64813891,62463793,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200708883E
YDL CONSTRUCTION PTE. LTD.,200409601W,8 KAKI BUKIT AVENUE 4 #05-06 PREMIER @ KAKI BUKIT SINGAPORE 415875,68869091,68869023,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200409601W
YEARFULL CONTRACTING PTE. LTD.,200718668D,22 SIN MING LANE #08-84 MIDVIEW CITY SINGAPORE 573969,66849355,66849630,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200718668D
YEC PTE LTD,202341532C,133 NEW BRIDGE ROAD #08-03 CHINATOWN POINT SINGAPORE 059413,94576448,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202341532C
YEE ANN ENGINEERING PTE. LTD.,201532511E,1 SIMS LANE #05-01 ONE SIMS LANE SINGAPORE 387355,97339922,68815868,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201532511E
YEE CONSTRUCTION AND RENOVATION PTE. LTD.,200301525W,20 LORONG 28 GEYLANG SINGAPORE 398424,67436475,68447004,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200301525W
YEE HONG PTE LTD,197600657C,2 VENTURE DRIVE #22-12 VISION EXCHANGE SINGAPORE 608526,63489339,63462922,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=197600657C
YENG TONG CONSTRUCTION PTE LTD,198502072Z,33 MAUDE ROAD #03-01 YTC BUILDING SINGAPORE 208344,62688888,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198502072Z
YENN DAR PTE LTD,199602058H,21 WOODLANDS TERRACE SINGAPORE 738446,62570111,67570108,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199602058H
YES CONSTRUCTION PTE. LTD.,200705292K,18 BOON LAY WAY #03-147 TRADEHUB 21 SINGAPORE 609966,67480506,67480797,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200705292K
YESHENG CONSTRUCTION PTE. LTD.,202120070W,101 CECIL STREET #15-06 TONG ENG BUILDING SINGAPORE 069533,96805636,84295755,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202120070W
YEW ANN CONSTRUCTION PTE LTD,198402338N,90 TAGORE LANE SINDO INDUSTRIAL ESTATE SINGAPORE 787532,64561122,64513747,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198402338N
YF E&C PTE. LTD.,201132635N,24 NEW INDUSTRIAL ROAD #07-12 IN SPACE SINGAPORE 536210,69808856,69808857,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201132635N
YH CONSTRUCTION PTE. LTD.,201932147E,1 BUKIT BATOK CRESCENT #08-01 WCEGA PLAZA SINGAPORE 658064,93456753,93456753,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201932147E
YI HONG CONSTRUCTION PTE LTD,200905777Z,1 YISHUN STREET 23 #07-17 YS-ONE SINGAPORE 768441,69080608,69080607,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200905777Z
YI HWA ENGINEERING CONSTRUCTION PTE LTD,201800706Z,72 JOO KOON CIRCLE SINGAPORE 629090,62650228,62649954,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201800706Z
YI YUAN CONSTRUCTION PTE. LTD.,201508130E,2022 BUKIT BATOK STREET 23 #02-168 SINGAPORE 659527,82037757,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201508130E
YIHE BUILDER PTE LTD,202347004K,193 BISHAN STREET 13 #04-511 SINGAPORE 570193,80389563,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202347004K
YING TAO CONSTRUCTION,52834689W,18 BOON LAY WAY #06-113 TRADEHUB 21 SINGAPORE 609966,62709256,,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=52834689W
YIZHAN CONSTRUCTION PTE. LTD.,200811999E,1 YISHUN INDUSTRIAL STREET 1 #03-28 A'POSH BIZHUB SINGAPORE 768160,64387198,64382197,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200811999E
YJ INTERNATIONAL PTE LTD,199406535C,159 SIN MING ROAD #05-05 AMTECH BUILDING SINGAPORE 575625,63536433,63536062,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199406535C
YKK AP SINGAPORE PTE LTD,197601043N,3 INTERNATIONAL BUSINESS PARK #02-02/12 NORDIC EUROPEAN CENTRE SINGAPORE 609927,62683333,00000000,registered-contractors,construction,CW01,General Building,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=197601043N
